Transaction_ID,Sale_Date,Region,Product_Division,Product_Name,Units_Sold,Unit_Price_USD,Total_Revenue_USD
731,2024-01-01,India,Marine Products,MT-15,9,5111.74,46005.66
732,2024-01-02,Europe,Marine Products,MT-15,10,7175.78,71757.8
733,2024-01-03,Japan,Musical Instruments,R15,5,15081.49,75407.45
734,2024-01-04,Japan,Audio Equipment,MT-15,13,6391.09,83084.17
735,2024-01-05,Japan,Audio Equipment,R15,14,336.51,4711.14
736,2024-01-06,North America,Audio Equipment,MT-15,4,701.89,2807.56
737,2024-01-07,Japan,Musical Instruments,Guitar,1,16786.33,16786.33
738,2024-01-08,India,Motorcycles,FZ-S,10,12055.36,120553.6
739,2024-01-09,North America,Marine Products,FZ-S,4,17619.49,70477.96
740,2024-01-10,Asia-Pacific,Marine Products,Outboard Motor,8,256.15,2049.2
741,2024-01-11,Japan,Audio Equipment,FZ-S,7,133.36,933.52
742,2024-01-12,India,Marine Products,Keyboard,6,12266.48,73598.88
743,2024-01-13,Europe,Audio Equipment,Piano,5,13324.89,66624.45
744,2024-01-14,India,Musical Instruments,Outboard Motor,6,17274.0,103644.0
745,2024-01-15,Europe,Marine Products,Keyboard,8,8244.0,65952.0
746,2024-01-16,Asia-Pacific,Audio Equipment,AV Receiver,13,17957.79,233451.27
747,2024-01-17,Japan,Audio Equipment,AV Receiver,11,11069.28,121762.08
748,2024-01-18,Europe,Audio Equipment,Keyboard,13,6825.66,88733.58
749,2024-01-19,Europe,Audio Equipment,R15,8,6254.99,50039.92
750,2024-01-20,Europe,Marine Products,Guitar,10,14458.27,144582.7
751,2024-01-21,Europe,Audio Equipment,Guitar,14,961.87,13466.18
752,2024-01-22,Japan,Audio Equipment,Guitar,9,10519.0,94671.0
753,2024-01-23,Europe,Motorcycles,MT-15,1,8802.14,8802.14
754,2024-01-24,North America,Motorcycles,Guitar,13,10101.39,131318.07
755,2024-01-25,India,Motorcycles,AV Receiver,5,14196.61,70983.05
756,2024-01-26,North America,Marine Products,Piano,9,3608.38,32475.42
757,2024-01-27,India,Audio Equipment,Guitar,1,2552.54,2552.54
758,2024-01-28,India,Marine Products,Keyboard,3,14439.53,43318.59
759,2024-01-29,India,Musical Instruments,MT-15,13,9071.62,117931.06
760,2024-01-30,India,Musical Instruments,FZ-S,9,17061.05,153549.45
761,2024-01-31,Europe,Audio Equipment,Guitar,11,6516.74,71684.14
762,2024-02-01,India,Musical Instruments,Piano,2,8642.53,17285.06
763,2024-02-02,Japan,Marine Products,FZ-S,7,17013.14,119091.98
764,2024-02-03,Asia-Pacific,Motorcycles,R15,7,880.27,6161.89
765,2024-02-04,North America,Musical Instruments,Outboard Motor,3,16978.92,50936.76
766,2024-02-05,Europe,Musical Instruments,Guitar,14,8300.43,116206.02
767,2024-02-06,Europe,Motorcycles,Outboard Motor,7,14270.81,99895.67
768,2024-02-07,Asia-Pacific,Marine Products,Keyboard,14,15067.57,210945.98
769,2024-02-08,Asia-Pacific,Musical Instruments,MT-15,3,11409.93,34229.79
770,2024-02-09,North America,Musical Instruments,Outboard Motor,2,17924.47,35848.94
771,2024-02-10,North America,Musical Instruments,AV Receiver,13,13622.52,177092.76
772,2024-02-11,Japan,Motorcycles,MT-15,1,17795.37,17795.37
773,2024-02-12,Europe,Audio Equipment,Guitar,2,14824.2,29648.4
774,2024-02-13,India,Motorcycles,FZ-S,5,6053.9,30269.5
775,2024-02-14,Europe,Audio Equipment,Outboard Motor,5,6847.74,34238.7
776,2024-02-15,Asia-Pacific,Marine Products,FZ-S,4,2575.26,10301.04
777,2024-02-16,Japan,Audio Equipment,Piano,14,751.2,10516.8
778,2024-02-17,Asia-Pacific,Marine Products,FZ-S,4,4443.8,17775.2
779,2024-02-18,Asia-Pacific,Audio Equipment,Outboard Motor,10,14348.55,143485.5
780,2024-02-19,Europe,Motorcycles,Outboard Motor,2,1472.41,2944.82
781,2024-02-20,Asia-Pacific,Marine Products,FZ-S,5,5283.22,26416.1
782,2024-02-21,Japan,Audio Equipment,Outboard Motor,13,14914.83,193892.79
783,2024-02-22,Japan,Marine Products,MT-15,11,12048.48,132533.28
784,2024-02-23,North America,Audio Equipment,R15,11,15846.38,174310.18
785,2024-02-24,North America,Audio Equipment,R15,4,307.45,1229.8
786,2024-02-25,Asia-Pacific,Motorcycles,FZ-S,4,15021.78,60087.12
787,2024-02-26,India,Musical Instruments,Outboard Motor,7,16900.16,118301.12
788,2024-02-27,Japan,Marine Products,AV Receiver,1,4745.86,4745.86
789,2024-02-28,Asia-Pacific,Marine Products,Guitar,11,10536.85,115905.35
790,2024-02-29,Asia-Pacific,Audio Equipment,R15,9,7339.67,66057.03
791,2024-03-01,Europe,Motorcycles,FZ-S,10,16149.99,161499.9
792,2024-03-02,Europe,Marine Products,Outboard Motor,13,10507.21,136593.73
793,2024-03-03,India,Marine Products,MT-15,5,5992.2,29961.0
794,2024-03-04,Europe,Musical Instruments,MT-15,8,8013.84,64110.72
795,2024-03-05,Japan,Motorcycles,FZ-S,5,15275.94,76379.7
796,2024-03-06,India,Marine Products,Keyboard,7,9184.76,64293.32
797,2024-03-07,Japan,Audio Equipment,MT-15,14,5884.55,82383.7
798,2024-03-08,North America,Musical Instruments,Guitar,10,10832.65,108326.5
799,2024-03-09,Asia-Pacific,Musical Instruments,R15,2,14188.41,28376.82
800,2024-03-10,Japan,Musical Instruments,AV Receiver,11,16601.29,182614.19
801,2024-03-11,Japan,Audio Equipment,R15,5,16973.0,84865.0
802,2024-03-12,Japan,Audio Equipment,Guitar,11,1211.47,13326.17
803,2024-03-13,India,Audio Equipment,FZ-S,11,6372.34,70095.74
804,2024-03-14,Europe,Musical Instruments,R15,6,6647.66,39885.96
805,2024-03-15,Europe,Musical Instruments,Guitar,10,9906.24,99062.4
806,2024-03-16,North America,Motorcycles,Piano,4,6257.65,25030.6
807,2024-03-17,Asia-Pacific,Musical Instruments,R15,2,17745.05,35490.1
808,2024-03-18,Japan,Audio Equipment,Guitar,13,901.43,11718.59
809,2024-03-19,North America,Musical Instruments,MT-15,4,3628.12,14512.48
810,2024-03-20,Europe,Marine Products,Keyboard,13,11262.1,146407.3
811,2024-03-21,Asia-Pacific,Audio Equipment,Guitar,12,15456.98,185483.76
812,2024-03-22,Asia-Pacific,Audio Equipment,MT-15,11,8851.09,97361.99
813,2024-03-23,Asia-Pacific,Marine Products,Piano,5,2738.02,13690.1
814,2024-03-24,Europe,Motorcycles,R15,11,8277.16,91048.76
815,2024-03-25,Europe,Audio Equipment,Keyboard,4,12601.81,50407.24
816,2024-03-26,India,Audio Equipment,Outboard Motor,7,3038.08,21266.56
817,2024-03-27,Asia-Pacific,Motorcycles,Keyboard,13,13003.72,169048.36
818,2024-03-28,Japan,Marine Products,FZ-S,5,17894.42,89472.1
819,2024-03-29,Japan,Musical Instruments,Piano,3,16461.41,49384.23
820,2024-03-30,Europe,Marine Products,Outboard Motor,3,2957.23,8871.69
821,2024-03-31,India,Audio Equipment,AV Receiver,2,14373.32,28746.64
822,2024-04-01,India,Marine Products,Outboard Motor,7,15885.75,111200.25
823,2024-04-02,Japan,Motorcycles,Outboard Motor,2,3031.01,6062.02
824,2024-04-03,North America,Audio Equipment,FZ-S,1,15937.19,15937.19
825,2024-04-04,Europe,Motorcycles,Guitar,6,1571.4,9428.4
826,2024-04-05,India,Musical Instruments,MT-15,7,15753.48,110274.36
827,2024-04-06,India,Audio Equipment,FZ-S,14,13716.22,192027.08
828,2024-04-07,North America,Motorcycles,R15,12,12273.3,147279.6
829,2024-04-08,Japan,Marine Products,R15,13,3912.14,50857.82
830,2024-04-09,North America,Motorcycles,R15,3,17596.31,52788.93
831,2024-04-10,Europe,Audio Equipment,Keyboard,13,2339.25,30410.25
832,2024-04-11,Japan,Motorcycles,MT-15,5,15949.35,79746.75
833,2024-04-12,North America,Audio Equipment,MT-15,14,9894.67,138525.38
834,2024-04-13,India,Marine Products,Outboard Motor,8,6631.67,53053.36
835,2024-04-14,North America,Musical Instruments,Keyboard,10,14295.78,142957.8
836,2024-04-15,Europe,Marine Products,Piano,6,4120.53,24723.18
837,2024-04-16,Japan,Musical Instruments,MT-15,5,17329.12,86645.6
838,2024-04-17,Asia-Pacific,Motorcycles,FZ-S,10,8441.86,84418.6
839,2024-04-18,India,Marine Products,FZ-S,14,4763.94,66695.16
840,2024-04-19,Japan,Marine Products,FZ-S,12,13832.64,165991.68
841,2024-04-20,Japan,Marine Products,AV Receiver,13,15610.95,202942.35
842,2024-04-21,Europe,Marine Products,MT-15,14,3347.49,46864.86
843,2024-04-22,Europe,Marine Products,Piano,5,2355.2,11776.0
844,2024-04-23,India,Audio Equipment,Piano,7,137.74,964.18
845,2024-04-24,North America,Motorcycles,Piano,10,2377.74,23777.4
846,2024-04-25,North America,Marine Products,MT-15,4,6299.84,25199.36
847,2024-04-26,India,Motorcycles,Keyboard,6,4610.46,27662.76
848,2024-04-27,Japan,Musical Instruments,AV Receiver,10,11077.55,110775.5
849,2024-04-28,North America,Musical Instruments,FZ-S,12,7759.34,93112.08
850,2024-04-29,India,Audio Equipment,FZ-S,11,3235.38,35589.18
851,2024-04-30,Japan,Marine Products,Keyboard,4,3893.43,15573.72
852,2024-05-01,Japan,Audio Equipment,FZ-S,6,12121.02,72726.12
853,2024-05-02,India,Marine Products,Piano,8,500.75,4006.0
854,2024-05-03,Asia-Pacific,Motorcycles,MT-15,9,9509.76,85587.84
855,2024-05-04,North America,Marine Products,Outboard Motor,7,8281.32,57969.24
856,2024-05-05,North America,Marine Products,Guitar,4,3218.9,12875.6
857,2024-05-06,North America,Musical Instruments,FZ-S,6,6591.85,39551.1
858,2024-05-07,Asia-Pacific,Marine Products,Keyboard,13,4410.25,57333.25
859,2024-05-08,North America,Audio Equipment,R15,14,14918.89,208864.46
860,2024-05-09,North America,Audio Equipment,MT-15,9,3715.78,33442.02
861,2024-05-10,Japan,Musical Instruments,FZ-S,4,10192.49,40769.96
862,2024-05-11,India,Motorcycles,Piano,1,2874.45,2874.45
863,2024-05-12,North America,Audio Equipment,Keyboard,14,10250.72,143510.08
864,2024-05-13,Asia-Pacific,Motorcycles,FZ-S,6,5183.19,31099.14
865,2024-05-14,Europe,Audio Equipment,Outboard Motor,2,4759.59,9519.18
866,2024-05-15,Japan,Audio Equipment,FZ-S,3,12800.68,38402.04
867,2024-05-16,India,Motorcycles,AV Receiver,3,2235.75,6707.25
868,2024-05-17,Japan,Marine Products,Outboard Motor,1,10550.12,10550.12
869,2024-05-18,India,Audio Equipment,MT-15,3,3802.1,11406.3
870,2024-05-19,Asia-Pacific,Musical Instruments,R15,2,565.42,1130.84
871,2024-05-20,North America,Audio Equipment,Outboard Motor,6,16715.91,100295.46
872,2024-05-21,North America,Audio Equipment,Piano,11,9507.84,104586.24
873,2024-05-22,North America,Marine Products,Keyboard,13,14724.66,191420.58
874,2024-05-23,India,Audio Equipment,Keyboard,6,17453.79,104722.74
875,2024-05-24,Asia-Pacific,Marine Products,FZ-S,14,14234.19,199278.66
876,2024-05-25,North America,Marine Products,MT-15,9,16563.95,149075.55
877,2024-05-26,Asia-Pacific,Musical Instruments,Keyboard,14,17120.6,239688.4
878,2024-05-27,India,Audio Equipment,Guitar,14,3028.93,42405.02
879,2024-05-28,Europe,Motorcycles,R15,3,16012.29,48036.87
880,2024-05-29,Asia-Pacific,Musical Instruments,Piano,7,16423.85,114966.95
881,2024-05-30,North America,Motorcycles,AV Receiver,3,6016.0,18048.0
882,2024-05-31,Europe,Audio Equipment,AV Receiver,1,8425.26,8425.26
883,2024-06-01,Asia-Pacific,Motorcycles,Keyboard,9,6643.28,59789.52
884,2024-06-02,India,Audio Equipment,Piano,7,4495.09,31465.63
885,2024-06-03,Japan,Motorcycles,MT-15,11,15617.42,171791.62
886,2024-06-04,North America,Audio Equipment,Outboard Motor,8,8419.79,67358.32
887,2024-06-05,Asia-Pacific,Motorcycles,AV Receiver,2,16102.54,32205.08
888,2024-06-06,North America,Marine Products,Outboard Motor,6,15526.73,93160.38
889,2024-06-07,Japan,Musical Instruments,R15,11,3192.15,35113.65
890,2024-06-08,Asia-Pacific,Motorcycles,Keyboard,12,8971.37,107656.44
891,2024-06-09,North America,Marine Products,Guitar,2,2916.51,5833.02
892,2024-06-10,North America,Motorcycles,MT-15,14,14959.57,209433.98
893,2024-06-11,India,Musical Instruments,R15,7,12050.74,84355.18
894,2024-06-12,North America,Marine Products,FZ-S,13,13221.34,171877.42
895,2024-06-13,India,Marine Products,R15,1,8999.0,8999.0
896,2024-06-14,India,Marine Products,Guitar,9,13391.23,120521.07
897,2024-06-15,India,Marine Products,AV Receiver,5,1961.62,9808.1
898,2024-06-16,India,Marine Products,Guitar,2,5817.5,11635.0
899,2024-06-17,Europe,Marine Products,Keyboard,13,13821.98,179685.74
900,2024-06-18,Japan,Musical Instruments,FZ-S,7,7766.21,54363.47
901,2024-06-19,Europe,Audio Equipment,Keyboard,9,13661.31,122951.79
902,2024-06-20,India,Marine Products,Piano,10,17899.84,178998.4
903,2024-06-21,Europe,Musical Instruments,MT-15,6,2883.45,17300.7
904,2024-06-22,Japan,Motorcycles,AV Receiver,6,2455.28,14731.68
905,2024-06-23,North America,Motorcycles,Keyboard,5,2160.64,10803.2
906,2024-06-24,Asia-Pacific,Marine Products,FZ-S,10,14057.77,140577.7
907,2024-06-25,North America,Marine Products,Piano,8,9886.52,79092.16
908,2024-06-26,North America,Motorcycles,Keyboard,14,948.42,13277.88
909,2024-06-27,Europe,Audio Equipment,FZ-S,9,12666.5,113998.5
910,2024-06-28,Japan,Marine Products,Outboard Motor,2,14678.71,29357.42
911,2024-06-29,Japan,Motorcycles,Guitar,5,16763.67,83818.35
912,2024-06-30,India,Musical Instruments,Piano,1,6648.08,6648.08
913,2024-07-01,India,Marine Products,Guitar,4,1950.69,7802.76
914,2024-07-02,Europe,Musical Instruments,MT-15,2,1447.24,2894.48
915,2024-07-03,Japan,Motorcycles,Outboard Motor,3,13458.05,40374.15
916,2024-07-04,North America,Audio Equipment,FZ-S,5,6481.22,32406.1
917,2024-07-05,Asia-Pacific,Motorcycles,AV Receiver,13,5540.01,72020.13
918,2024-07-06,North America,Motorcycles,Piano,4,694.87,2779.48
919,2024-07-07,Europe,Motorcycles,Guitar,1,2668.3,2668.3
920,2024-07-08,Europe,Audio Equipment,R15,6,12375.07,74250.42
921,2024-07-09,Europe,Marine Products,Keyboard,8,16278.75,130230.0
922,2024-07-10,Asia-Pacific,Marine Products,Outboard Motor,12,9923.79,119085.48
923,2024-07-11,Europe,Musical Instruments,Outboard Motor,14,5958.77,83422.78
924,2024-07-12,Europe,Motorcycles,AV Receiver,14,17510.76,245150.64
925,2024-07-13,India,Motorcycles,Piano,9,15379.51,138415.59
926,2024-07-14,North America,Musical Instruments,MT-15,6,2478.27,14869.62
927,2024-07-15,Europe,Audio Equipment,Keyboard,7,15350.8,107455.6
928,2024-07-16,Asia-Pacific,Audio Equipment,AV Receiver,1,2415.8,2415.8
929,2024-07-17,India,Marine Products,FZ-S,10,10833.31,108333.1
930,2024-07-18,India,Marine Products,Piano,8,3982.41,31859.28
931,2024-07-19,Japan,Audio Equipment,Guitar,8,4233.37,33866.96
932,2024-07-20,India,Motorcycles,Keyboard,9,13590.73,122316.57
933,2024-07-21,Asia-Pacific,Musical Instruments,Guitar,8,3912.84,31302.72
934,2024-07-22,Europe,Motorcycles,AV Receiver,4,14547.09,58188.36
935,2024-07-23,India,Marine Products,MT-15,12,10286.22,123434.64
936,2024-07-24,Japan,Audio Equipment,Guitar,14,5362.54,75075.56
937,2024-07-25,India,Audio Equipment,AV Receiver,9,16319.89,146879.01
938,2024-07-26,North America,Marine Products,Outboard Motor,7,13404.89,93834.23
939,2024-07-27,India,Marine Products,AV Receiver,14,5651.17,79116.38
940,2024-07-28,Japan,Musical Instruments,MT-15,14,685.09,9591.26
941,2024-07-29,India,Marine Products,MT-15,10,7123.84,71238.4
942,2024-07-30,India,Audio Equipment,AV Receiver,7,3399.45,23796.15
943,2024-07-31,Europe,Motorcycles,FZ-S,9,1157.36,10416.24
944,2024-08-01,Japan,Motorcycles,Keyboard,3,2076.81,6230.43
945,2024-08-02,Asia-Pacific,Motorcycles,AV Receiver,7,10520.71,73644.97
946,2024-08-03,Asia-Pacific,Audio Equipment,MT-15,1,11190.55,11190.55
947,2024-08-04,North America,Audio Equipment,Keyboard,11,10258.28,112841.08
948,2024-08-05,India,Marine Products,Guitar,4,7859.51,31438.04
949,2024-08-06,India,Audio Equipment,MT-15,1,305.59,305.59
950,2024-08-07,India,Marine Products,Keyboard,10,6969.85,69698.5
951,2024-08-08,Asia-Pacific,Musical Instruments,Keyboard,2,7816.04,15632.08
952,2024-08-09,Asia-Pacific,Audio Equipment,MT-15,14,10035.55,140497.7
953,2024-08-10,Japan,Musical Instruments,Outboard Motor,11,6333.65,69670.15
954,2024-08-11,India,Audio Equipment,R15,11,6850.45,75354.95
955,2024-08-12,Japan,Musical Instruments,R15,9,3457.48,31117.32
956,2024-08-13,Japan,Musical Instruments,Outboard Motor,13,9771.22,127025.86
957,2024-08-14,Europe,Audio Equipment,Outboard Motor,5,10023.74,50118.7
958,2024-08-15,Asia-Pacific,Musical Instruments,FZ-S,14,3842.09,53789.26
959,2024-08-16,North America,Audio Equipment,Piano,9,8191.15,73720.35
960,2024-08-17,North America,Audio Equipment,Outboard Motor,8,17934.04,143472.32
961,2024-08-18,India,Audio Equipment,Outboard Motor,7,3621.36,25349.52
962,2024-08-19,India,Marine Products,AV Receiver,14,10413.32,145786.48
963,2024-08-20,North America,Motorcycles,Guitar,1,15404.05,15404.05
964,2024-08-21,North America,Musical Instruments,AV Receiver,2,10976.74,21953.48
965,2024-08-22,North America,Marine Products,FZ-S,6,16533.29,99199.74
966,2024-08-23,India,Audio Equipment,Keyboard,4,4938.86,19755.44
967,2024-08-24,India,Musical Instruments,R15,7,2867.07,20069.49
968,2024-08-25,India,Audio Equipment,Guitar,13,12134.48,157748.24
969,2024-08-26,Asia-Pacific,Motorcycles,Keyboard,2,13589.14,27178.28
970,2024-08-27,Europe,Musical Instruments,AV Receiver,11,3391.34,37304.74
971,2024-08-28,Europe,Musical Instruments,MT-15,8,11781.07,94248.56
972,2024-08-29,Asia-Pacific,Audio Equipment,Outboard Motor,12,2436.61,29239.32
973,2024-08-30,Asia-Pacific,Audio Equipment,Guitar,9,9355.11,84195.99
974,2024-08-31,Asia-Pacific,Marine Products,Keyboard,13,4016.18,52210.34
975,2024-09-01,India,Marine Products,R15,13,7362.93,95718.09
976,2024-09-02,North America,Audio Equipment,AV Receiver,2,8614.34,17228.68
977,2024-09-03,India,Musical Instruments,Outboard Motor,10,2573.48,25734.8
978,2024-09-04,Asia-Pacific,Motorcycles,AV Receiver,14,15655.64,219178.96
979,2024-09-05,North America,Motorcycles,Outboard Motor,13,5620.46,73065.98
980,2024-09-06,Europe,Audio Equipment,Guitar,6,4693.79,28162.74
981,2024-09-07,North America,Audio Equipment,R15,4,13809.92,55239.68
982,2024-09-08,India,Motorcycles,AV Receiver,6,12148.12,72888.72
983,2024-09-09,India,Audio Equipment,MT-15,3,13694.06,41082.18
984,2024-09-10,Europe,Musical Instruments,R15,14,3228.81,45203.34
985,2024-09-11,India,Motorcycles,R15,11,3313.5,36448.5
986,2024-09-12,Europe,Audio Equipment,Keyboard,13,1927.66,25059.58
987,2024-09-13,Asia-Pacific,Motorcycles,MT-15,7,9768.46,68379.22
988,2024-09-14,Europe,Musical Instruments,FZ-S,2,4279.5,8559.0
989,2024-09-15,Europe,Musical Instruments,AV Receiver,13,14129.03,183677.39
990,2024-09-16,Asia-Pacific,Motorcycles,MT-15,7,12160.39,85122.73
991,2024-09-17,Europe,Marine Products,AV Receiver,13,2362.38,30710.94
992,2024-09-18,Asia-Pacific,Musical Instruments,FZ-S,6,17479.12,104874.72
993,2024-09-19,Asia-Pacific,Marine Products,Piano,6,8331.35,49988.1
994,2024-09-20,Japan,Marine Products,Piano,13,13448.88,174835.44
995,2024-09-21,Asia-Pacific,Musical Instruments,MT-15,6,17793.46,106760.76
996,2024-09-22,Japan,Audio Equipment,FZ-S,10,6129.35,61293.5
997,2024-09-23,India,Motorcycles,FZ-S,10,2879.37,28793.7
998,2024-09-24,Europe,Musical Instruments,Keyboard,3,13366.25,40098.75
999,2024-09-25,Europe,Musical Instruments,AV Receiver,13,17512.82,227666.66
1000,2024-09-26,North America,Marine Products,Keyboard,8,4242.03,33936.24
1001,2024-09-27,India,Musical Instruments,MT-15,14,4541.61,63582.54
1002,2024-09-28,India,Marine Products,FZ-S,12,4230.71,50768.52
1003,2024-09-29,India,Motorcycles,Guitar,1,9624.47,9624.47
1004,2024-09-30,India,Marine Products,MT-15,6,7577.21,45463.26
1005,2024-10-01,India,Motorcycles,Keyboard,6,7196.52,43179.12
1006,2024-10-02,Japan,Audio Equipment,MT-15,9,2874.48,25870.32
1007,2024-10-03,India,Motorcycles,Guitar,6,14213.31,85279.86
1008,2024-10-04,Asia-Pacific,Musical Instruments,Guitar,3,1248.9,3746.7
1009,2024-10-05,Japan,Audio Equipment,AV Receiver,7,3737.26,26160.82
1010,2024-10-06,Europe,Musical Instruments,Keyboard,6,9817.31,58903.86
1011,2024-10-07,Japan,Marine Products,MT-15,13,11572.8,150446.4
1012,2024-10-08,North America,Motorcycles,Piano,14,14427.39,201983.46
1013,2024-10-09,Europe,Musical Instruments,Piano,4,8687.83,34751.32
1014,2024-10-10,Japan,Motorcycles,Piano,14,10297.06,144158.84
1015,2024-10-11,Japan,Audio Equipment,Guitar,8,16552.75,132422.0
1016,2024-10-12,North America,Marine Products,FZ-S,9,9284.93,83564.37
1017,2024-10-13,North America,Marine Products,R15,10,14275.01,142750.1
1018,2024-10-14,Europe,Motorcycles,Outboard Motor,1,12899.63,12899.63
1019,2024-10-15,North America,Audio Equipment,R15,8,2749.94,21999.52
1020,2024-10-16,Japan,Musical Instruments,MT-15,3,11346.28,34038.84
1021,2024-10-17,Europe,Musical Instruments,Piano,14,1519.26,21269.64
1022,2024-10-18,North America,Marine Products,Piano,13,14336.89,186379.57
1023,2024-10-19,Europe,Motorcycles,AV Receiver,2,10016.59,20033.18
1024,2024-10-20,North America,Motorcycles,Keyboard,11,4697.07,51667.77
1025,2024-10-21,Europe,Motorcycles,Piano,3,17586.71,52760.13
1026,2024-10-22,North America,Motorcycles,MT-15,4,9916.35,39665.4
1027,2024-10-23,Asia-Pacific,Audio Equipment,Guitar,7,14977.95,104845.65
1028,2024-10-24,Asia-Pacific,Musical Instruments,Guitar,6,10625.77,63754.62
1029,2024-10-25,North America,Musical Instruments,FZ-S,3,17288.83,51866.49
1030,2024-10-26,Asia-Pacific,Motorcycles,Keyboard,8,14960.45,119683.6
1031,2024-10-27,North America,Motorcycles,Outboard Motor,14,17540.99,245573.86
1032,2024-10-28,Asia-Pacific,Marine Products,AV Receiver,8,646.49,5171.92
1033,2024-10-29,India,Audio Equipment,AV Receiver,11,7809.86,85908.46
1034,2024-10-30,India,Motorcycles,FZ-S,1,9793.59,9793.59
1035,2024-10-31,Europe,Musical Instruments,R15,11,15098.44,166082.84
1036,2024-11-01,Europe,Audio Equipment,Keyboard,12,7006.88,84082.56
1037,2024-11-02,India,Motorcycles,MT-15,13,13008.31,169108.03
1038,2024-11-03,Asia-Pacific,Marine Products,Guitar,9,15822.27,142400.43
1039,2024-11-04,Europe,Motorcycles,Outboard Motor,5,4204.79,21023.95
1040,2024-11-05,Europe,Marine Products,AV Receiver,2,3139.88,6279.76
1041,2024-11-06,North America,Musical Instruments,FZ-S,6,12524.29,75145.74
1042,2024-11-07,North America,Motorcycles,R15,8,8407.6,67260.8
1043,2024-11-08,India,Motorcycles,MT-15,6,8819.77,52918.62
1044,2024-11-09,Europe,Marine Products,FZ-S,6,16317.0,97902.0
1045,2024-11-10,India,Musical Instruments,Guitar,9,6549.49,58945.41
1046,2024-11-11,India,Musical Instruments,MT-15,2,5119.51,10239.02
1047,2024-11-12,Japan,Marine Products,Keyboard,13,15990.53,207876.89
1048,2024-11-13,North America,Motorcycles,AV Receiver,13,315.39,4100.07
1049,2024-11-14,Japan,Audio Equipment,R15,4,1147.62,4590.48
1050,2024-11-15,North America,Musical Instruments,Guitar,9,1161.87,10456.83
1051,2024-11-16,Asia-Pacific,Audio Equipment,Piano,11,13950.11,153451.21
1052,2024-11-17,North America,Marine Products,MT-15,6,12335.93,74015.58
1053,2024-11-18,Japan,Musical Instruments,Outboard Motor,2,11271.37,22542.74
1054,2024-11-19,Europe,Audio Equipment,R15,13,7440.04,96720.52
1055,2024-11-20,Asia-Pacific,Audio Equipment,Keyboard,10,11661.71,116617.1
1056,2024-11-21,Japan,Marine Products,FZ-S,12,16513.35,198160.2
1057,2024-11-22,North America,Motorcycles,R15,7,2990.28,20931.96
1058,2024-11-23,North America,Motorcycles,R15,8,6054.83,48438.64
1059,2024-11-24,Japan,Musical Instruments,MT-15,13,16473.57,214156.41
1060,2024-11-25,North America,Musical Instruments,Keyboard,8,16800.9,134407.2
1061,2024-11-26,Japan,Motorcycles,Piano,12,9503.43,114041.16
1062,2024-11-27,Japan,Musical Instruments,Keyboard,10,9430.44,94304.4
1063,2024-11-28,Europe,Musical Instruments,MT-15,12,663.88,7966.56
1064,2024-11-29,India,Audio Equipment,Outboard Motor,10,10381.39,103813.9
1065,2024-11-30,Japan,Audio Equipment,FZ-S,12,17142.61,205711.32
1066,2024-12-01,Asia-Pacific,Audio Equipment,Keyboard,5,11429.54,57147.7
1067,2024-12-02,Europe,Motorcycles,Outboard Motor,3,6130.13,18390.39
1068,2024-12-03,Asia-Pacific,Musical Instruments,Guitar,14,4841.73,67784.22
1069,2024-12-04,Asia-Pacific,Marine Products,Piano,6,2649.04,15894.24
1070,2024-12-05,Asia-Pacific,Musical Instruments,MT-15,13,8631.6,112210.8
1071,2024-12-06,North America,Musical Instruments,Piano,6,11204.43,67226.58
1072,2024-12-07,Asia-Pacific,Audio Equipment,FZ-S,8,2482.93,19863.44
1073,2024-12-08,Japan,Audio Equipment,Piano,9,15777.71,141999.39
1074,2024-12-09,Japan,Audio Equipment,Guitar,3,10090.62,30271.86
1075,2024-12-10,India,Musical Instruments,Piano,2,10403.22,20806.44
1076,2024-12-11,Japan,Audio Equipment,Guitar,12,14201.53,170418.36
1077,2024-12-12,North America,Motorcycles,MT-15,2,9444.59,18889.18
1078,2024-12-13,Asia-Pacific,Motorcycles,FZ-S,14,16433.72,230072.08
1079,2024-12-14,North America,Audio Equipment,Keyboard,1,14704.26,14704.26
1080,2024-12-15,India,Motorcycles,MT-15,6,6721.53,40329.18
1081,2024-12-16,India,Musical Instruments,Guitar,14,3609.84,50537.76
1082,2024-12-17,India,Motorcycles,Keyboard,12,15254.13,183049.56
1083,2024-12-18,India,Musical Instruments,Piano,3,10131.22,30393.66
1084,2024-12-19,Europe,Motorcycles,R15,12,3432.77,41193.24
1085,2024-12-20,Japan,Marine Products,AV Receiver,9,10192.88,91735.92
1086,2024-12-21,Japan,Marine Products,AV Receiver,1,11486.79,11486.79
1087,2024-12-22,Japan,Motorcycles,Guitar,9,15909.57,143186.13
1088,2024-12-23,India,Marine Products,Guitar,8,3990.12,31920.96
1089,2024-12-24,Asia-Pacific,Motorcycles,R15,2,16825.05,33650.1
1090,2024-12-25,India,Audio Equipment,Piano,5,2864.35,14321.75
1091,2024-12-26,North America,Audio Equipment,AV Receiver,3,17360.45,52081.35
1092,2024-12-27,Asia-Pacific,Musical Instruments,R15,13,12733.18,165531.34
1093,2024-12-28,Europe,Musical Instruments,Guitar,5,1921.14,9605.7
1094,2024-12-29,Europe,Musical Instruments,R15,8,123.23,985.84
1095,2024-12-30,India,Motorcycles,Guitar,14,12339.25,172749.5
